trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1390155282		1390155282.sql	2014-01-19 18:14:42	0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	
1	1496250274	1390155282.sql	1496250274.sql	2017-05-31 17:04:34	1227	4	41	0	3	0	28	3	0	28	0	0	0	0	0	3	28	28	0	0	28	0	28	
